Customer ID,Age,Gender,Item Purchased,CategoryPurchase,Amount (INR),Location,Size,Color,SeasonReview,Rating,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
CUST0756,20,Other,Shorts,Footwear,6493,Delhi,M,Red,Fall,Very Good,4.2,Yes,Store Pickup,No,42,Bank Transfer,Annually
CUST0757,46,Female,Sneakers,Footwear,13947,Lucknow,XXL,Red,Summer,Good,4.4,No,Standard,No,20,UPI,Weekly
CUST0758,62,Male,T-shirt,Accessories,6179,Delhi,7,Brown,Winter,Average,4,Yes,Next Day Air,No,14,Bank Transfer,Fortnightly
CUST0759,52,Male,Hoodie,Accessories,11294,Lucknow,L,Grey,Summer,Average,3,Yes,Free Shipping,No,26,Bank Transfer,Fortnightly
CUST0760,54,Female,Skirt,Footwear,14993,Bangalore,9,Black,Spring,Excellent,3.3,No,Free Shipping,Yes,2,Cash on Delivery,Weekly
CUST0761,62,Male,Sweater,Footwear,8686,Jaipur,8,Pink,Summer,Good,3.2,Yes,Express,Yes,21,PayPal,Annually
CUST0762,56,Other,Sweater,Clothing,1458,Kolkata,9,Pink,Fall,Poor,2.9,No,Standard,Yes,46,Bank Transfer,Annually
CUST0763,23,Male,Blouse,Outerwear,11291,Ahmedabad,8,Yellow,Fall,Good,3.5,No,Free Shipping,Yes,19,Cash on Delivery,Monthly
CUST0764,21,Other,Dress,Accessories,4923,Kolkata,8,Yellow,Spring,Good,2.1,Yes,Next Day Air,No,36,Bank Transfer,Monthly
CUST0765,24,Female,Sneakers,Footwear,2192,Chennai,XXL,Purple,Fall,Good,4.7,No,Express,Yes,14,UPI,Monthly
CUST0766,27,Male,Sandals,Footwear,698,Lucknow,S,Brown,Spring,Excellent,3.5,Yes,Express,Yes,18,Bank Transfer,Quarterly
CUST0767,64,Female,Dress,Footwear,13865,Ahmedabad,XXL,White,Winter,Poor,4.7,No,Express,Yes,8,PayPal,Weekly
CUST0768,40,Male,Shorts,Footwear,12167,Delhi,7,Blue,Summer,Average,3.4,Yes,Express,Yes,27,Credit Card,Annually
CUST0769,38,Male,Dress,Clothing,10645,Mumbai,XL,Blue,Fall,Good,4,No,Next Day Air,Yes,31,Debit Card,Quarterly
CUST0770,36,Male,Sandals,Clothing,8709,Hyderabad,S,Pink,Winter,Poor,3.7,Yes,Standard,Yes,26,UPI,Monthly
CUST0771,57,Female,Skirt,Footwear,10698,Kolkata,9,Brown,Spring,Average,4.5,No,Next Day Air,No,50,UPI,Quarterly
CUST0772,56,Female,Dress,Accessories,5090,Delhi,XL,White,Summer,Poor,4.9,No,Standard,No,7,Debit Card,Quarterly
CUST0773,38,Other,Sweater,Outerwear,11669,Pune,L,Purple,Fall,Very Good,3.2,Yes,Free Shipping,No,17,Bank Transfer,Fortnightly
CUST0774,68,Female,Blouse,Outerwear,4536,Kolkata,8,Pink,Fall,Poor,3.2,Yes,Express,No,46,Debit Card,Monthly
CUST0775,58,Male,Sneakers,Accessories,6964,Hyderabad,11,Blue,Spring,Excellent,4.8,No,Standard,Yes,46,Credit Card,Quarterly
CUST0776,23,Other,Shirt,Outerwear,12813,Jaipur,M,Black,Spring,Average,3.6,Yes,Store Pickup,No,45,Debit Card,Monthly
CUST0777,69,Male,Shirt,Outerwear,7023,Hyderabad,10,Red,Winter,Excellent,4.5,Yes,Store Pickup,No,50,Cash on Delivery,Weekly
CUST0778,28,Female,Sneakers,Clothing,4018,Hyderabad,S,Green,Winter,Poor,4,Yes,Express,Yes,4,Credit Card,Annually
CUST0779,64,Other,Hoodie,Accessories,580,Mumbai,10,Grey,Spring,Excellent,4.2,No,Standard,No,50,PayPal,Quarterly
CUST0780,50,Other,Blouse,Outerwear,4740,Ahmedabad,XL,White,Summer,Very Good,3.4,No,Next Day Air,Yes,14,Cash on Delivery,Annually
CUST0781,35,Female,Sneakers,Footwear,6515,Mumbai,9,Pink,Summer,Very Good,4.1,No,Standard,Yes,25,Debit Card,Quarterly
CUST0782,41,Female,Coat,Clothing,10781,Chennai,7,Blue,Winter,Excellent,3.7,Yes,Next Day Air,Yes,5,Debit Card,Quarterly
CUST0783,57,Female,Dress,Footwear,1215,Ahmedabad,XXL,Pink,Summer,Average,4.5,Yes,Express,No,0,PayPal,Fortnightly
CUST0784,66,Other,Hoodie,Accessories,9188,Ahmedabad,7,Red,Summer,Poor,4.1,Yes,Free Shipping,No,44,Credit Card,Quarterly
CUST0785,26,Male,Jeans,Clothing,2972,Hyderabad,9,White,Winter,Poor,3.5,No,Standard,No,25,Credit Card,Monthly
CUST0786,25,Female,Sneakers,Outerwear,8810,Kolkata,11,Yellow,Spring,Good,2.9,Yes,Store Pickup,No,33,Bank Transfer,Monthly
CUST0787,48,Female,Sandals,Outerwear,12484,Bangalore,L,Brown,Fall,Excellent,3,Yes,Standard,No,4,Credit Card,Monthly
CUST0788,62,Male,Sandals,Clothing,9060,Ahmedabad,7,White,Winter,Very Good,3.4,Yes,Free Shipping,No,40,Bank Transfer,Fortnightly
CUST0789,40,Other,Blouse,Footwear,4748,Chennai,8,Grey,Summer,Average,3.9,No,Express,Yes,4,Bank Transfer,Fortnightly
CUST0790,24,Other,Sandals,Outerwear,3171,Chennai,11,White,Spring,Very Good,3.8,No,Express,No,47,Bank Transfer,Quarterly
CUST0791,31,Male,Blouse,Footwear,3796,Delhi,11,Blue,Spring,Good,3.4,Yes,Express,Yes,3,Debit Card,Annually
CUST0792,69,Female,Jacket,Accessories,5609,Chennai,10,White,Spring,Very Good,3.2,No,Next Day Air,No,19,Bank Transfer,Monthly
CUST0793,51,Male,Coat,Footwear,2971,Chennai,L,Pink,Fall,Poor,4.1,No,Free Shipping,No,41,PayPal,Fortnightly
CUST0794,19,Female,T-shirt,Outerwear,12185,Pune,XL,Grey,Spring,Poor,3.1,Yes,Standard,No,23,Bank Transfer,Fortnightly
CUST0795,18,Other,Sneakers,Outerwear,1791,Kolkata,XXL,Brown,Winter,Very Good,2.8,No,Next Day Air,No,2,UPI,Monthly
CUST0796,35,Other,Blouse,Clothing,14392,Ahmedabad,11,Purple,Fall,Good,3.4,Yes,Free Shipping,No,1,Bank Transfer,Fortnightly
CUST0797,63,Other,Jeans,Footwear,1606,Pune,M,Black,Fall,Excellent,2.9,No,Standard,Yes,21,UPI,Monthly
CUST0798,63,Male,Coat,Outerwear,8709,Mumbai,8,Pink,Winter,Excellent,2.6,Yes,Express,Yes,11,Cash on Delivery,Weekly
CUST0799,35,Other,Sandals,Accessories,3083,Mumbai,XXL,Green,Summer,Excellent,3,Yes,Store Pickup,No,5,Credit Card,Weekly
CUST0800,29,Other,Sweater,Footwear,5451,Lucknow,S,Blue,Winter,Good,3.9,No,Free Shipping,Yes,19,UPI,Fortnightly
CUST0801,65,Other,Jeans,Outerwear,1123,Pune,XXL,Blue,Summer,Good,3.7,No,Standard,Yes,17,Debit Card,Fortnightly
CUST0802,36,Female,Shorts,Accessories,4584,Delhi,9,Yellow,Summer,Average,4.3,No,Standard,Yes,37,Cash on Delivery,Fortnightly
CUST0803,52,Other,Sandals,Accessories,5933,Chennai,XL,Yellow,Summer,Excellent,3.5,Yes,Express,Yes,29,PayPal,Weekly
CUST0804,25,Other,Skirt,Footwear,8035,Bangalore,9,Grey,Summer,Average,3.7,Yes,Express,Yes,40,PayPal,Weekly
CUST0805,28,Female,T-shirt,Outerwear,5766,Delhi,L,Yellow,Summer,Good,3.4,Yes,Free Shipping,No,39,Cash on Delivery,Annually
CUST0806,54,Other,Jacket,Accessories,8009,Hyderabad,XXL,Yellow,Summer,Poor,4,No,Free Shipping,Yes,48,Bank Transfer,Weekly
CUST0807,44,Female,Hoodie,Outerwear,9711,Pune,11,Black,Spring,Very Good,2.5,No,Store Pickup,Yes,36,Debit Card,Fortnightly
CUST0808,60,Female,Hoodie,Clothing,1731,Chennai,L,Yellow,Fall,Poor,2.5,Yes,Standard,Yes,11,PayPal,Monthly
CUST0809,23,Male,Sandals,Footwear,7402,Delhi,XL,Blue,Summer,Excellent,3.4,No,Free Shipping,No,35,UPI,Quarterly
CUST0810,62,Male,T-shirt,Accessories,13870,Ahmedabad,XL,White,Fall,Good,3,Yes,Next Day Air,No,18,UPI,Quarterly
CUST0811,56,Female,Dress,Clothing,5933,Ahmedabad,11,Black,Spring,Very Good,2.5,Yes,Express,No,21,Bank Transfer,Weekly
CUST0812,57,Other,Hoodie,Accessories,1515,Hyderabad,L,Purple,Spring,Excellent,2.6,No,Free Shipping,No,24,UPI,Fortnightly
CUST0813,45,Male,Sneakers,Outerwear,6587,Ahmedabad,S,Green,Fall,Good,2.5,Yes,Next Day Air,Yes,22,UPI,Weekly
CUST0814,59,Female,Hoodie,Clothing,2885,Kolkata,L,Grey,Fall,Poor,2,No,Next Day Air,Yes,19,Cash on Delivery,Monthly
CUST0815,65,Other,Sweater,Accessories,8475,Kolkata,9,Yellow,Summer,Excellent,4.4,No,Store Pickup,No,43,Credit Card,Fortnightly
CUST0816,18,Female,Shorts,Outerwear,3487,Jaipur,11,Purple,Fall,Excellent,3.4,Yes,Free Shipping,No,29,PayPal,Weekly
CUST0817,56,Other,Shirt,Outerwear,7224,Kolkata,XXL,Black,Summer,Good,2.9,No,Free Shipping,No,20,PayPal,Weekly
CUST0818,56,Male,Shirt,Clothing,8954,Pune,XL,Blue,Winter,Very Good,2.3,Yes,Next Day Air,No,17,PayPal,Quarterly
CUST0819,62,Other,Sandals,Accessories,915,Delhi,7,Yellow,Winter,Good,3.8,Yes,Next Day Air,Yes,21,UPI,Monthly
CUST0820,45,Female,Blouse,Footwear,12485,Chennai,M,Pink,Winter,Good,3.7,No,Store Pickup,Yes,44,Credit Card,Monthly
CUST0821,54,Female,Sandals,Accessories,4752,Bangalore,XXL,Brown,Winter,Very Good,3.2,Yes,Express,No,0,Cash on Delivery,Fortnightly
CUST0822,19,Female,Skirt,Footwear,4751,Chennai,9,Grey,Summer,Excellent,2.7,Yes,Express,Yes,4,Bank Transfer,Monthly
CUST0823,64,Other,Coat,Accessories,9882,Pune,11,Yellow,Fall,Poor,4.8,Yes,Express,No,20,PayPal,Quarterly
CUST0824,27,Female,Shorts,Accessories,3701,Jaipur,L,Pink,Summer,Poor,2.1,Yes,Next Day Air,No,5,Debit Card,Annually
CUST0825,41,Female,Sneakers,Outerwear,7647,Ahmedabad,S,Blue,Spring,Very Good,3.1,No,Next Day Air,Yes,48,PayPal,Annually
CUST0826,65,Female,Sandals,Accessories,9057,Bangalore,8,Grey,Winter,Excellent,3.2,Yes,Free Shipping,No,11,Debit Card,Quarterly
CUST0827,53,Female,Shirt,Footwear,7101,Lucknow,XXL,Yellow,Summer,Excellent,4,No,Store Pickup,No,14,Cash on Delivery,Quarterly
CUST0828,66,Female,Sneakers,Accessories,2821,Bangalore,8,Green,Winter,Very Good,4.5,No,Standard,Yes,24,Bank Transfer,Quarterly
CUST0829,44,Female,Sandals,Clothing,10389,Hyderabad,L,Grey,Winter,Very Good,3.7,No,Free Shipping,No,39,Debit Card,Fortnightly
CUST0830,54,Other,T-shirt,Clothing,6316,Mumbai,11,Pink,Spring,Good,3.4,Yes,Standard,No,45,Debit Card,Monthly
CUST0831,26,Female,Sweater,Clothing,3641,Lucknow,9,Purple,Spring,Very Good,3.3,Yes,Standard,No,32,UPI,Weekly
CUST0832,69,Other,Shirt,Footwear,4261,Ahmedabad,M,Black,Winter,Poor,4.6,No,Next Day Air,Yes,50,Cash on Delivery,Monthly
CUST0833,63,Other,Sweater,Clothing,7434,Ahmedabad,S,Green,Fall,Excellent,3.1,No,Next Day Air,Yes,6,Debit Card,Monthly
CUST0834,66,Other,Hoodie,Clothing,12079,Bangalore,7,Pink,Summer,Good,4.7,No,Standard,No,6,PayPal,Weekly
CUST0835,47,Other,T-shirt,Footwear,12652,Chennai,7,Green,Fall,Average,4.4,No,Store Pickup,No,38,Credit Card,Fortnightly
CUST0836,27,Other,Sneakers,Clothing,3871,Kolkata,11,Yellow,Summer,Average,4.8,Yes,Store Pickup,No,30,UPI,Quarterly
CUST0837,61,Female,Jeans,Footwear,2650,Lucknow,XXL,Pink,Summer,Good,2.1,Yes,Store Pickup,No,9,Bank Transfer,Weekly
CUST0838,34,Female,Shorts,Accessories,8064,Lucknow,L,Yellow,Spring,Very Good,4.6,No,Store Pickup,No,24,Cash on Delivery,Fortnightly
CUST0839,51,Female,Jeans,Accessories,14948,Pune,S,White,Summer,Good,2.9,Yes,Standard,No,38,UPI,Weekly
CUST0840,59,Male,Shirt,Accessories,7775,Lucknow,S,Brown,Spring,Good,3.1,Yes,Next Day Air,Yes,21,Bank Transfer,Weekly
CUST0841,35,Other,Dress,Clothing,13323,Mumbai,9,Grey,Spring,Good,2.8,Yes,Standard,Yes,44,UPI,Quarterly
CUST0842,29,Male,Coat,Outerwear,9293,Chennai,M,Red,Winter,Good,3.6,Yes,Standard,Yes,15,Bank Transfer,Annually
CUST0843,48,Female,Sweater,Clothing,5474,Delhi,XL,Purple,Winter,Poor,2.3,Yes,Free Shipping,Yes,38,Cash on Delivery,Monthly
CUST0844,54,Male,Coat,Accessories,14358,Delhi,9,Red,Fall,Excellent,2.8,No,Store Pickup,No,31,UPI,Fortnightly
CUST0845,39,Other,T-shirt,Outerwear,10822,Chennai,XXL,Brown,Spring,Average,2.8,No,Next Day Air,Yes,48,Debit Card,Quarterly
CUST0846,18,Female,Dress,Accessories,8372,Bangalore,L,White,Fall,Average,2.3,No,Express,Yes,12,Credit Card,Fortnightly
CUST0847,31,Female,Dress,Outerwear,5493,Jaipur,9,White,Summer,Very Good,2.6,Yes,Express,Yes,12,Cash on Delivery,Fortnightly
CUST0848,28,Other,Skirt,Footwear,5585,Jaipur,9,Grey,Fall,Average,2.7,No,Next Day Air,No,23,Debit Card,Monthly
CUST0849,39,Other,Shirt,Outerwear,7618,Chennai,8,Grey,Fall,Poor,2,No,Free Shipping,No,22,UPI,Fortnightly
CUST0850,47,Female,Blouse,Footwear,3667,Chennai,XXL,Yellow,Winter,Average,3.3,No,Express,Yes,13,Bank Transfer,Annually
CUST0851,46,Female,Sweater,Clothing,4233,Bangalore,7,Purple,Fall,Excellent,4.3,No,Next Day Air,Yes,17,Bank Transfer,Annually
CUST0852,42,Male,Sweater,Clothing,10729,Kolkata,XXL,Brown,Summer,Poor,4.8,Yes,Next Day Air,Yes,47,Credit Card,Monthly
CUST0853,67,Other,Jacket,Footwear,14568,Bangalore,11,Green,Spring,Very Good,2.3,Yes,Express,No,35,Bank Transfer,Monthly
CUST0854,62,Male,Jeans,Clothing,14515,Kolkata,7,Purple,Spring,Good,3,Yes,Next Day Air,No,21,Debit Card,Monthly
CUST0855,34,Other,Shorts,Clothing,2548,Delhi,8,Pink,Fall,Poor,4.4,Yes,Store Pickup,No,1,Bank Transfer,Quarterly
CUST0856,20,Other,Hoodie,Outerwear,13195,Jaipur,9,Green,Summer,Excellent,4.2,Yes,Store Pickup,Yes,34,Debit Card,Annually
CUST0857,23,Other,T-shirt,Footwear,12569,Delhi,8,Green,Fall,Poor,4.7,Yes,Express,Yes,11,UPI,Annually
CUST0858,39,Female,Dress,Accessories,14821,Mumbai,8,Grey,Summer,Excellent,3.9,No,Free Shipping,Yes,14,PayPal,Quarterly
CUST0859,27,Female,Sandals,Outerwear,8972,Ahmedabad,XL,Grey,Summer,Very Good,2.5,Yes,Standard,No,11,Credit Card,Weekly
CUST0860,52,Other,Blouse,Footwear,9098,Kolkata,M,Yellow,Summer,Good,4,Yes,Express,Yes,27,PayPal,Fortnightly
CUST0861,31,Female,Blouse,Footwear,14629,Ahmedabad,M,Pink,Winter,Poor,4.6,Yes,Next Day Air,Yes,28,Cash on Delivery,Quarterly
CUST0862,30,Male,Hoodie,Accessories,9920,Delhi,M,Blue,Winter,Good,4.3,Yes,Next Day Air,No,47,PayPal,Quarterly
CUST0863,30,Male,Sweater,Outerwear,8081,Chennai,10,White,Fall,Excellent,2,No,Next Day Air,Yes,22,PayPal,Monthly
CUST0864,22,Female,Skirt,Outerwear,4007,Delhi,8,Purple,Winter,Average,4.2,No,Free Shipping,Yes,15,Debit Card,Annually
CUST0865,18,Male,Dress,Footwear,2547,Ahmedabad,S,Black,Spring,Average,3.1,No,Standard,No,11,Debit Card,Annually
CUST0866,27,Other,Hoodie,Footwear,6231,Delhi,L,Black,Fall,Good,2.9,No,Express,No,1,Credit Card,Monthly
CUST0867,19,Female,Blouse,Footwear,6929,Mumbai,10,Pink,Spring,Good,2.3,No,Standard,Yes,26,Credit Card,Weekly
CUST0868,48,Female,Jacket,Accessories,2452,Lucknow,S,Green,Fall,Poor,4.7,No,Standard,No,42,Bank Transfer,Monthly
CUST0869,57,Other,Shorts,Clothing,8078,Ahmedabad,11,Red,Spring,Good,3.5,Yes,Standard,Yes,47,Credit Card,Quarterly
CUST0870,36,Other,Sweater,Footwear,3956,Chennai,L,Green,Summer,Poor,4,No,Standard,No,27,PayPal,Fortnightly
CUST0871,55,Other,Blouse,Accessories,10602,Mumbai,XL,Blue,Winter,Good,3.9,Yes,Standard,No,20,Credit Card,Annually
CUST0872,48,Female,Shirt,Footwear,10550,Lucknow,8,Purple,Spring,Poor,3.9,No,Free Shipping,No,41,Bank Transfer,Monthly
CUST0873,39,Male,Sneakers,Outerwear,13471,Ahmedabad,10,Purple,Winter,Average,4.3,No,Free Shipping,No,27,UPI,Weekly
CUST0874,52,Male,Sweater,Footwear,7744,Delhi,M,Brown,Summer,Good,4.6,No,Next Day Air,No,35,Credit Card,Annually
CUST0875,29,Female,Dress,Footwear,2571,Hyderabad,S,Red,Summer,Very Good,3.8,Yes,Store Pickup,Yes,34,PayPal,Annually
CUST0876,32,Other,Dress,Footwear,6385,Bangalore,M,Blue,Spring,Good,3.6,No,Standard,No,3,Cash on Delivery,Monthly
CUST0877,42,Other,Jacket,Accessories,7917,Kolkata,L,Green,Winter,Excellent,2.8,No,Standard,Yes,3,Cash on Delivery,Fortnightly
CUST0878,27,Female,Jeans,Footwear,6660,Bangalore,8,Pink,Spring,Good,4.5,Yes,Standard,No,8,Cash on Delivery,Weekly
CUST0879,64,Other,Coat,Footwear,3622,Ahmedabad,L,Green,Summer,Excellent,3.9,No,Store Pickup,Yes,49,UPI,Annually
CUST0880,48,Male,Skirt,Accessories,5145,Delhi,10,Grey,Fall,Good,2.2,No,Express,Yes,24,PayPal,Weekly
CUST0881,58,Female,Jacket,Footwear,14606,Ahmedabad,XXL,Red,Winter,Excellent,5,No,Standard,No,44,Cash on Delivery,Quarterly
CUST0882,21,Other,Sweater,Outerwear,14050,Chennai,XXL,Brown,Summer,Poor,4,No,Express,Yes,0,Credit Card,Quarterly
CUST0883,33,Other,T-shirt,Footwear,9934,Pune,XXL,White,Fall,Very Good,3.8,No,Store Pickup,No,2,Bank Transfer,Weekly
CUST0884,55,Other,Sweater,Clothing,2174,Hyderabad,7,Grey,Fall,Poor,4.2,Yes,Express,No,29,Bank Transfer,Annually
CUST0885,20,Female,Hoodie,Accessories,11212,Mumbai,XL,Grey,Spring,Excellent,3.9,No,Free Shipping,No,26,Credit Card,Quarterly
CUST0886,34,Female,Skirt,Outerwear,6023,Hyderabad,XXL,Purple,Winter,Average,3.4,No,Standard,Yes,35,Bank Transfer,Monthly
CUST0887,65,Female,Hoodie,Outerwear,13045,Bangalore,9,White,Summer,Average,3.8,Yes,Express,No,6,UPI,Weekly
CUST0888,58,Female,Shirt,Accessories,10727,Bangalore,8,Red,Summer,Poor,3.1,No,Express,Yes,10,PayPal,Weekly
CUST0889,25,Male,Coat,Outerwear,8542,Jaipur,XXL,Brown,Spring,Poor,3.9,Yes,Standard,Yes,5,UPI,Annually
CUST0890,60,Female,Sneakers,Footwear,11979,Kolkata,10,Yellow,Fall,Good,4.8,Yes,Express,Yes,20,Debit Card,Quarterly
CUST0891,70,Male,Sandals,Footwear,11186,Chennai,S,Purple,Spring,Good,2.7,Yes,Next Day Air,Yes,9,Credit Card,Monthly
CUST0892,33,Male,Coat,Accessories,13978,Ahmedabad,8,Brown,Spring,Poor,2.6,No,Store Pickup,No,47,PayPal,Monthly
CUST0893,69,Female,Jacket,Outerwear,6222,Hyderabad,7,Brown,Summer,Excellent,4.9,Yes,Express,Yes,50,Bank Transfer,Annually
CUST0894,26,Male,Hoodie,Accessories,9021,Kolkata,M,Grey,Spring,Average,4.2,Yes,Next Day Air,No,36,Credit Card,Quarterly
CUST0895,57,Female,T-shirt,Accessories,1309,Bangalore,S,Brown,Fall,Very Good,4,No,Next Day Air,Yes,4,UPI,Monthly
CUST0896,22,Other,Sneakers,Outerwear,14938,Mumbai,11,Purple,Fall,Good,5,Yes,Next Day Air,No,34,UPI,Monthly
CUST0897,39,Male,Coat,Accessories,2613,Jaipur,11,Yellow,Winter,Very Good,2.2,No,Store Pickup,Yes,49,Credit Card,Annually
CUST0898,22,Other,Jacket,Footwear,12252,Hyderabad,XL,Grey,Spring,Good,2.1,No,Free Shipping,No,5,Credit Card,Quarterly
CUST0899,54,Other,Skirt,Accessories,13437,Pune,8,Purple,Spring,Average,2.5,No,Express,Yes,45,Cash on Delivery,Monthly
CUST0900,49,Male,Jeans,Outerwear,6826,Hyderabad,XL,Yellow,Winter,Average,3.4,Yes,Store Pickup,No,1,Bank Transfer,Weekly
CUST0901,53,Male,Skirt,Outerwear,1814,Bangalore,S,Brown,Winter,Excellent,3,No,Free Shipping,No,4,Debit Card,Fortnightly
CUST0902,58,Other,T-shirt,Footwear,9018,Hyderabad,7,White,Spring,Very Good,3.1,Yes,Next Day Air,Yes,32,Debit Card,Quarterly
CUST0903,19,Other,Blouse,Clothing,13475,Chennai,XXL,White,Summer,Good,3.8,Yes,Free Shipping,No,12,Bank Transfer,Fortnightly
CUST0904,57,Female,T-shirt,Accessories,13096,Ahmedabad,M,Brown,Winter,Average,2.7,Yes,Standard,No,12,Cash on Delivery,Weekly
CUST0905,40,Male,T-shirt,Clothing,14139,Jaipur,M,Yellow,Fall,Very Good,3.9,No,Express,Yes,28,Debit Card,Monthly
CUST0906,58,Female,Jacket,Accessories,6427,Delhi,9,Black,Fall,Excellent,3,No,Store Pickup,No,19,Cash on Delivery,Monthly
CUST0907,67,Other,Shorts,Clothing,8893,Mumbai,XL,White,Summer,Very Good,4.2,Yes,Express,Yes,34,Credit Card,Weekly
CUST0908,37,Female,Sandals,Outerwear,9060,Mumbai,8,Brown,Spring,Very Good,3.1,Yes,Standard,Yes,29,Debit Card,Fortnightly
CUST0909,63,Female,Sweater,Footwear,8364,Hyderabad,11,Grey,Winter,Excellent,4.8,Yes,Free Shipping,No,0,Debit Card,Monthly
CUST0910,29,Female,Sandals,Outerwear,13976,Pune,S,Blue,Spring,Very Good,2.7,No,Next Day Air,No,13,UPI,Monthly
CUST0911,44,Other,Blouse,Accessories,13743,Pune,8,Green,Spring,Poor,2.8,Yes,Next Day Air,Yes,44,Cash on Delivery,Fortnightly
CUST0912,60,Other,Sandals,Clothing,10696,Delhi,M,Blue,Fall,Excellent,2.6,No,Standard,No,43,UPI,Quarterly
CUST0913,36,Other,Sneakers,Outerwear,14266,Lucknow,XXL,White,Winter,Poor,4.5,Yes,Free Shipping,No,12,Debit Card,Annually
CUST0914,20,Female,T-shirt,Clothing,2075,Hyderabad,S,Pink,Spring,Excellent,4.3,Yes,Standard,No,39,PayPal,Quarterly
CUST0915,65,Male,T-shirt,Clothing,11110,Jaipur,XL,Red,Summer,Excellent,3.7,Yes,Express,No,11,PayPal,Quarterly
CUST0916,30,Other,Blouse,Accessories,6476,Bangalore,XXL,Brown,Winter,Good,2.6,Yes,Express,No,1,Cash on Delivery,Weekly
CUST0917,33,Other,Dress,Outerwear,9373,Bangalore,L,Brown,Summer,Excellent,2.3,Yes,Next Day Air,Yes,39,UPI,Fortnightly
CUST0918,64,Female,Shirt,Clothing,2600,Delhi,XL,Black,Fall,Excellent,3.7,No,Store Pickup,Yes,14,UPI,Weekly
CUST0919,54,Other,Sweater,Clothing,10880,Ahmedabad,11,Pink,Summer,Very Good,3.2,Yes,Next Day Air,No,22,UPI,Quarterly
CUST0920,48,Male,T-shirt,Outerwear,3917,Bangalore,XXL,Blue,Fall,Average,4.6,No,Free Shipping,No,19,Debit Card,Weekly
CUST0921,47,Female,Shorts,Footwear,6840,Bangalore,7,Red,Fall,Poor,4.7,No,Next Day Air,No,24,Cash on Delivery,Monthly
CUST0922,39,Female,Skirt,Accessories,2430,Jaipur,XL,Red,Spring,Good,3.7,No,Next Day Air,No,23,UPI,Monthly
CUST0923,31,Female,Jeans,Accessories,2030,Jaipur,9,Green,Fall,Excellent,2.6,No,Store Pickup,Yes,42,Cash on Delivery,Annually
CUST0924,45,Male,T-shirt,Clothing,11619,Hyderabad,8,Grey,Spring,Average,5,Yes,Next Day Air,Yes,9,Cash on Delivery,Monthly
CUST0925,47,Male,Shorts,Footwear,12744,Ahmedabad,7,Grey,Winter,Excellent,4.4,Yes,Free Shipping,Yes,3,PayPal,Weekly
CUST0926,38,Female,Sandals,Footwear,3739,Chennai,M,Yellow,Summer,Very Good,4.7,No,Next Day Air,No,45,Debit Card,Monthly
CUST0927,37,Male,Hoodie,Footwear,14677,Bangalore,L,Pink,Winter,Very Good,4.7,No,Standard,No,44,PayPal,Fortnightly
CUST0928,25,Other,Jeans,Accessories,1840,Mumbai,L,Pink,Fall,Poor,3.4,Yes,Store Pickup,No,28,Bank Transfer,Annually
CUST0929,29,Female,Blouse,Accessories,11256,Lucknow,7,Yellow,Winter,Average,2.2,Yes,Store Pickup,No,43,Cash on Delivery,Fortnightly
CUST0930,25,Other,Sandals,Outerwear,5039,Delhi,7,Grey,Fall,Excellent,3.9,No,Standard,No,16,Debit Card,Annually
CUST0931,35,Other,Blouse,Accessories,5469,Bangalore,S,Red,Summer,Average,3.3,No,Express,Yes,17,UPI,Quarterly
CUST0932,60,Male,Shirt,Clothing,2390,Lucknow,S,Grey,Winter,Average,3.1,No,Next Day Air,No,2,UPI,Monthly
CUST0933,62,Female,Shirt,Outerwear,13408,Jaipur,8,Pink,Summer,Good,4.8,No,Store Pickup,Yes,31,PayPal,Monthly
CUST0934,23,Female,Skirt,Clothing,13446,Kolkata,10,White,Winter,Good,4.4,Yes,Standard,Yes,11,PayPal,Weekly
CUST0935,27,Other,Hoodie,Footwear,13011,Delhi,M,Black,Winter,Average,4.6,Yes,Standard,No,40,PayPal,Weekly
CUST0936,57,Male,Blouse,Footwear,3518,Delhi,L,White,Winter,Excellent,3.3,Yes,Standard,Yes,45,Credit Card,Quarterly
CUST0937,38,Other,Dress,Footwear,8049,Hyderabad,9,Grey,Spring,Poor,2.9,Yes,Next Day Air,Yes,32,Credit Card,Weekly
CUST0938,29,Male,Sneakers,Footwear,14638,Jaipur,11,Red,Winter,Excellent,2.6,No,Standard,Yes,25,UPI,Annually
CUST0939,36,Other,Jacket,Outerwear,3825,Pune,XXL,Yellow,Spring,Very Good,2,No,Express,Yes,4,Credit Card,Weekly
CUST0940,49,Female,Shorts,Clothing,10405,Pune,M,Purple,Winter,Excellent,3,No,Store Pickup,Yes,36,PayPal,Monthly
CUST0941,46,Female,Shorts,Accessories,6319,Ahmedabad,XXL,Purple,Summer,Very Good,5,Yes,Standard,Yes,2,UPI,Monthly
CUST0942,44,Female,T-shirt,Outerwear,13295,Pune,9,Purple,Fall,Good,2.4,No,Next Day Air,Yes,8,PayPal,Quarterly
CUST0943,58,Male,Jacket,Outerwear,478,Pune,L,Blue,Spring,Good,2.3,No,Next Day Air,Yes,17,PayPal,Fortnightly
CUST0944,19,Female,Jacket,Footwear,5222,Jaipur,XXL,Red,Spring,Poor,3.8,No,Next Day Air,No,10,Cash on Delivery,Weekly
